Date,Time,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
16/12/2006,23:02:00,2.206,0.072,239.37,9.4,0.0,0.0,0.0
16/12/2006,23:03:00,0.37,0.1,241.58,1.6,0.0,0.0,0.0
16/12/2006,23:04:00,2.104,0.076,240.11,9.2,0.0,0.0,0.0
16/12/2006,23:05:00,2.404,0.068,238.73,10.0,0.0,0.0,0.0
16/12/2006,23:06:00,2.418,0.07,239.52,10.0,0.0,0.0,0.0
16/12/2006,23:07:00,2.342,0.0,239.74,9.6,0.0,0.0,0.0
16/12/2006,23:08:00,1.262,0.046,240.96,6.8,0.0,0.0,0.0
16/12/2006,23:09:00,0.852,0.0,241.64,5.2,0.0,0.0,0.0
16/12/2006,23:10:00,2.34,0.06,240.05,9.6,0.0,0.0,0.0
16/12/2006,23:11:00,2.336,0.06,240.07,9.6,0.0,0.0,0.0
16/12/2006,23:12:00,2.334,0.06,239.99,9.6,0.0,0.0,0.0
16/12/2006,23:13:00,2.33,0.06,239.74,9.6,0.0,0.0,0.0
16/12/2006,23:14:00,1.038,0.0,241.17,6.0,0.0,0.0,0.0
16/12/2006,23:15:00,0.386,0.0,242.39,2.4,0.0,0.0,0.0
16/12/2006,23:16:00,2.35,0.06,240.41,9.6,0.0,0.0,0.0
16/12/2006,23:17:00,2.346,0.06,240.5,9.6,0.0,0.0,0.0
16/12/2006,23:18:00,2.346,0.06,240.55,9.6,0.0,0.0,0.0
16/12/2006,23:19:00,1.834,0.052,240.97,8.4,0.0,0.0,0.0
16/12/2006,23:20:00,1.222,0.046,241.58,6.6,0.0,0.0,0.0
16/12/2006,23:21:00,2.342,0.06,240.21,9.6,0.0,0.0,0.0
16/12/2006,23:22:00,2.334,0.06,239.98,9.6,0.0,0.0,0.0
16/12/2006,23:23:00,1.666,0.052,240.65,8.0,0.0,0.0,0.0
16/12/2006,23:24:00,1.198,0.0,241.68,6.6,0.0,0.0,0.0
16/12/2006,23:25:00,2.35,0.058,240.7,9.6,0.0,0.0,0.0
16/12/2006,23:26:00,2.398,0.0,240.7,9.8,0.0,0.0,0.0
16/12/2006,23:27:00,2.444,0.072,240.11,10.2,0.0,0.0,0.0
16/12/2006,23:28:00,0.406,0.098,241.71,2.0,0.0,0.0,0.0
16/12/2006,23:29:00,2.434,0.072,240.13,10.0,0.0,0.0,0.0
16/12/2006,23:30:00,2.502,0.136,240.24,10.4,0.0,0.0,0.0
16/12/2006,23:31:00,2.518,0.176,240.53,10.4,0.0,0.0,0.0
16/12/2006,23:32:00,1.516,0.19,241.36,7.6,0.0,0.0,0.0
16/12/2006,23:33:00,1.498,0.188,241.02,7.6,0.0,0.0,0.0
16/12/2006,23:34:00,2.508,0.174,240.06,10.4,0.0,0.0,0.0
16/12/2006,23:35:00,2.504,0.174,240.09,10.4,0.0,0.0,0.0
16/12/2006,23:36:00,2.492,0.172,239.49,10.4,0.0,0.0,0.0
16/12/2006,23:37:00,0.814,0.204,242.16,4.8,0.0,0.0,0.0
16/12/2006,23:38:00,2.304,0.18,240.95,9.8,0.0,0.0,0.0
16/12/2006,23:39:00,2.53,0.182,241.74,10.4,0.0,0.0,0.0
16/12/2006,23:40:00,2.378,0.0,241.18,9.8,0.0,0.0,0.0
16/12/2006,23:41:00,0.384,0.0,243.73,2.4,0.0,0.0,0.0
16/12/2006,23:42:00,2.37,0.058,241.48,9.8,0.0,0.0,0.0
16/12/2006,23:43:00,2.358,0.058,241.13,9.6,0.0,0.0,0.0
16/12/2006,23:44:00,2.352,0.058,240.96,9.6,0.0,0.0,0.0
16/12/2006,23:45:00,0.416,0.0,242.94,2.4,0.0,0.0,0.0
16/12/2006,23:46:00,2.654,0.062,240.74,11.0,0.0,0.0,0.0
16/12/2006,23:47:00,2.54,0.06,241.23,10.4,0.0,0.0,0.0
16/12/2006,23:48:00,2.526,0.058,241.79,10.8,0.0,0.0,0.0
16/12/2006,23:49:00,1.206,0.0,241.83,5.4,0.0,0.0,0.0
16/12/2006,23:50:00,3.844,0.148,238.71,16.6,0.0,0.0,0.0
16/12/2006,23:51:00,4.122,0.14,237.99,17.6,0.0,0.0,0.0
16/12/2006,23:52:00,3.458,0.0,238.89,14.8,0.0,0.0,0.0
16/12/2006,23:53:00,1.988,0.05,240.26,9.2,0.0,0.0,0.0
16/12/2006,23:54:00,0.596,0.0,240.88,2.4,0.0,0.0,0.0
16/12/2006,23:55:00,1.29,0.0,240.69,6.8,0.0,0.0,0.0
16/12/2006,23:56:00,2.73,0.06,239.43,11.4,0.0,1.0,0.0
16/12/2006,23:57:00,2.734,0.062,239.81,11.4,0.0,2.0,0.0
16/12/2006,23:58:00,2.764,0.066,241.27,11.4,0.0,1.0,0.0
16/12/2006,23:59:00,2.586,0.07,241.63,11.0,0.0,1.0,0.0
17/12/2006,00:00:00,1.044,0.152,242.73,4.4,0.0,2.0,0.0
17/12/2006,00:01:00,1.52,0.22,242.2,7.4,0.0,1.0,0.0
17/12/2006,00:02:00,3.038,0.194,240.14,12.6,0.0,2.0,0.0
17/12/2006,00:03:00,2.974,0.194,239.97,12.4,0.0,1.0,0.0
17/12/2006,00:04:00,2.846,0.198,240.39,11.8,0.0,2.0,0.0
17/12/2006,00:05:00,2.848,0.198,240.59,11.8,0.0,1.0,0.0
17/12/2006,00:06:00,2.858,0.202,241.14,11.8,0.0,1.0,0.0
17/12/2006,00:07:00,2.472,0.208,241.62,10.8,0.0,2.0,0.0
17/12/2006,00:08:00,0.658,0.244,243.75,3.0,0.0,1.0,0.0
17/12/2006,00:09:00,0.838,0.334,242.09,4.8,0.0,2.0,0.0
17/12/2006,00:10:00,2.608,0.298,239.45,10.8,0.0,1.0,0.0
17/12/2006,00:11:00,2.598,0.296,239.44,10.8,0.0,1.0,0.0
17/12/2006,00:12:00,2.56,0.286,238.71,10.8,0.0,2.0,0.0
17/12/2006,00:13:00,2.526,0.278,236.95,10.6,0.0,1.0,0.0
17/12/2006,00:14:00,2.472,0.194,237.55,10.4,0.0,1.0,0.0
17/12/2006,00:15:00,1.658,0.166,238.48,8.0,0.0,1.0,0.0
17/12/2006,00:16:00,0.422,0.184,239.79,1.8,0.0,2.0,0.0
17/12/2006,00:17:00,0.79,0.178,239.47,4.6,0.0,1.0,0.0
17/12/2006,00:18:00,2.436,0.12,238.51,10.2,0.0,1.0,0.0
17/12/2006,00:19:00,2.396,0.056,239.03,10.0,0.0,1.0,0.0
17/12/2006,00:20:00,2.338,0.0,238.37,9.8,0.0,1.0,0.0
17/12/2006,00:21:00,2.304,0.062,238.38,9.6,0.0,0.0,0.0
17/12/2006,00:22:00,0.276,0.0,240.56,1.2,0.0,0.0,0.0
17/12/2006,00:23:00,0.712,0.0,239.84,4.6,0.0,0.0,0.0
17/12/2006,00:24:00,2.332,0.06,239.11,9.6,0.0,0.0,0.0
17/12/2006,00:25:00,2.344,0.058,239.99,9.6,0.0,0.0,0.0
17/12/2006,00:26:00,2.354,0.058,240.64,9.8,0.0,0.0,0.0
17/12/2006,00:27:00,2.332,0.06,239.45,9.6,0.0,0.0,0.0
17/12/2006,00:28:00,2.368,0.056,241.4,9.8,0.0,0.0,0.0
17/12/2006,00:29:00,0.612,0.0,243.68,4.0,0.0,0.0,0.0
17/12/2006,00:30:00,0.286,0.0,244.03,1.2,0.0,0.0,0.0
17/12/2006,00:31:00,1.952,0.05,242.07,8.8,0.0,0.0,0.0
17/12/2006,00:32:00,2.376,0.056,241.86,9.8,0.0,0.0,0.0
17/12/2006,00:33:00,2.374,0.056,241.7,9.8,0.0,0.0,0.0
17/12/2006,00:34:00,2.406,0.0,240.0,10.0,0.0,0.0,0.0
17/12/2006,00:35:00,1.004,0.094,242.0,5.6,0.0,0.0,0.0
17/12/2006,00:36:00,0.388,0.104,242.58,1.6,0.0,0.0,0.0
17/12/2006,00:37:00,1.458,0.09,242.3,7.4,0.0,0.0,0.0
17/12/2006,00:38:00,2.48,0.078,241.86,10.2,0.0,0.0,0.0
17/12/2006,00:39:00,2.454,0.074,240.76,10.2,0.0,0.0,0.0
17/12/2006,00:40:00,2.468,0.078,241.52,10.2,0.0,0.0,0.0
17/12/2006,00:41:00,2.028,0.084,241.88,9.0,0.0,0.0,0.0
17/12/2006,00:42:00,0.382,0.108,243.65,1.6,0.0,0.0,0.0
17/12/2006,00:43:00,0.902,0.098,242.62,5.2,0.0,0.0,0.0
17/12/2006,00:44:00,2.466,0.076,241.43,10.2,0.0,0.0,0.0
17/12/2006,00:45:00,2.456,0.076,241.18,10.2,0.0,0.0,0.0
17/12/2006,00:46:00,2.45,0.074,240.82,10.0,0.0,0.0,0.0
17/12/2006,00:47:00,2.448,0.074,240.78,10.0,0.0,0.0,0.0
17/12/2006,00:48:00,0.93,0.0,242.94,5.6,0.0,0.0,0.0
17/12/2006,00:49:00,0.286,0.0,243.84,1.2,0.0,0.0,0.0
17/12/2006,00:50:00,1.376,0.0,243.11,7.2,0.0,0.0,0.0
17/12/2006,00:51:00,2.456,0.048,241.98,10.0,0.0,0.0,0.0
17/12/2006,00:52:00,2.456,0.048,242.01,10.0,0.0,0.0,0.0
17/12/2006,00:53:00,2.444,0.046,241.38,10.0,0.0,0.0,0.0
17/12/2006,00:54:00,2.122,0.048,240.91,9.2,0.0,0.0,0.0
17/12/2006,00:55:00,0.356,0.07,242.13,1.4,0.0,0.0,0.0
17/12/2006,00:56:00,0.952,0.062,241.5,5.6,0.0,0.0,0.0
17/12/2006,00:57:00,2.426,0.0,240.45,10.0,0.0,0.0,0.0
17/12/2006,00:58:00,2.42,0.0,240.35,10.0,0.0,0.0,0.0
17/12/2006,00:59:00,2.412,0.0,240.65,10.0,0.0,0.0,0.0
17/12/2006,01:00:00,1.008,0.0,242.35,5.4,0.0,0.0,0.0
17/12/2006,01:01:00,0.43,0.0,243.4,1.8,0.0,0.0,0.0
17/12/2006,01:02:00,2.676,0.088,240.69,11.4,0.0,0.0,0.0
17/12/2006,01:03:00,3.766,0.208,239.13,15.6,0.0,0.0,0.0
17/12/2006,01:04:00,4.582,0.258,238.08,19.6,0.0,13.0,0.0
17/12/2006,01:05:00,5.282,0.15,237.38,22.4,0.0,35.0,0.0
17/12/2006,01:06:00,2.362,0.096,241.35,10.4,0.0,28.0,0.0
17/12/2006,01:07:00,3.25,0.084,240.95,13.6,0.0,37.0,0.0
17/12/2006,01:08:00,4.618,0.104,239.61,19.6,0.0,27.0,0.0
17/12/2006,01:09:00,5.242,0.178,239.49,21.8,0.0,37.0,0.0
17/12/2006,01:10:00,4.86,0.198,239.65,20.2,0.0,36.0,0.0
17/12/2006,01:11:00,3.738,0.238,240.39,16.0,0.0,36.0,0.0
17/12/2006,01:12:00,3.426,0.256,240.31,14.4,0.0,37.0,0.0
17/12/2006,01:13:00,5.254,0.214,238.15,22.0,0.0,35.0,0.0
17/12/2006,01:14:00,5.246,0.23,237.91,22.0,0.0,36.0,0.0
17/12/2006,01:15:00,5.216,0.21,237.44,22.0,0.0,36.0,0.0
17/12/2006,01:16:00,3.858,0.24,238.52,16.6,0.0,36.0,0.0
17/12/2006,01:17:00,2.822,0.188,239.55,11.8,0.0,36.0,0.0
17/12/2006,01:18:00,3.84,0.164,238.27,16.6,0.0,35.0,0.0
17/12/2006,01:19:00,4.636,0.14,237.37,19.4,0.0,36.0,0.0
17/12/2006,01:20:00,4.634,0.152,237.17,19.4,0.0,35.0,0.0
17/12/2006,01:21:00,4.652,0.142,237.92,19.4,0.0,36.0,0.0
17/12/2006,01:22:00,3.13,0.13,239.82,14.6,0.0,26.0,0.0
17/12/2006,01:23:00,1.756,0.05,241.18,7.6,0.0,24.0,0.0
17/12/2006,01:24:00,3.478,0.0,239.84,15.0,0.0,36.0,0.0
17/12/2006,01:25:00,4.5,0.0,239.04,18.8,0.0,36.0,0.0
17/12/2006,01:26:00,3.552,0.0,240.29,14.8,0.0,21.0,0.0
17/12/2006,01:27:00,3.94,0.0,239.19,16.6,0.0,28.0,0.0
17/12/2006,01:28:00,2.44,0.0,240.8,10.0,0.0,37.0,0.0
17/12/2006,01:29:00,2.08,0.0,241.61,9.0,0.0,28.0,0.0
17/12/2006,01:30:00,3.652,0.0,240.11,15.2,0.0,22.0,0.0
17/12/2006,01:31:00,4.432,0.0,239.35,18.4,0.0,36.0,0.0
17/12/2006,01:32:00,4.46,0.0,240.08,18.6,0.0,36.0,0.0
17/12/2006,01:33:00,2.186,0.124,242.07,10.0,0.0,17.0,0.0
17/12/2006,01:34:00,2.358,0.124,241.54,9.8,0.0,33.0,0.0
17/12/2006,01:35:00,3.954,0.098,239.84,16.8,0.0,36.0,0.0
17/12/2006,01:36:00,3.746,0.106,240.36,15.6,0.0,25.0,0.0
17/12/2006,01:37:00,3.944,0.098,239.79,16.6,0.0,25.0,0.0
17/12/2006,01:38:00,3.68,0.102,239.55,15.8,0.0,36.0,0.0
17/12/2006,01:39:00,1.67,0.13,242.21,7.2,0.0,24.0,0.0
17/12/2006,01:40:00,3.214,0.118,241.92,14.6,0.0,26.0,0.0
17/12/2006,01:41:00,4.5,0.0,240.42,18.6,0.0,36.0,0.0
17/12/2006,01:42:00,3.8,0.0,241.78,15.8,0.0,26.0,0.0
17/12/2006,01:43:00,2.664,0.0,243.31,11.2,0.0,23.0,0.0
17/12/2006,01:44:00,2.528,0.122,242.92,10.4,0.0,37.0,0.0
17/12/2006,01:45:00,2.668,0.14,241.8,11.6,0.0,18.0,0.0
17/12/2006,01:46:00,4.256,0.184,240.29,17.8,0.0,30.0,0.0
17/12/2006,01:47:00,4.126,0.244,240.61,17.6,0.0,28.0,0.0
17/12/2006,01:48:00,3.216,0.27,242.14,15.0,0.0,31.0,0.0
17/12/2006,01:49:00,0.574,0.302,243.88,2.6,0.0,5.0,0.0
17/12/2006,01:50:00,2.344,0.272,241.49,10.8,0.0,16.0,0.0
17/12/2006,01:51:00,3.804,0.244,240.34,16.2,0.0,23.0,0.0
17/12/2006,01:52:00,4.622,0.24,239.59,19.2,0.0,37.0,0.0
17/12/2006,01:53:00,3.218,0.25,240.38,13.8,0.0,16.0,0.0
17/12/2006,01:54:00,0.774,0.294,242.43,4.2,0.0,5.0,0.0
17/12/2006,01:55:00,0.572,0.3,243.55,2.6,0.0,5.0,0.0
17/12/2006,01:56:00,1.952,0.282,242.33,9.0,0.0,5.0,0.0
17/12/2006,01:57:00,2.608,0.188,241.86,10.8,0.0,4.0,0.0
17/12/2006,01:58:00,2.6,0.134,242.14,10.6,0.0,5.0,0.0
17/12/2006,01:59:00,2.568,0.132,241.97,10.6,0.0,5.0,0.0
17/12/2006,02:00:00,1.334,0.148,242.14,7.0,0.0,5.0,0.0
17/12/2006,02:01:00,0.362,0.124,244.33,1.6,0.0,3.0,0.0
17/12/2006,02:02:00,1.238,0.1,245.86,6.6,0.0,1.0,0.0
17/12/2006,02:03:00,2.448,0.088,244.84,10.0,0.0,2.0,0.0
17/12/2006,02:04:00,2.426,0.082,244.83,9.8,0.0,1.0,0.0
17/12/2006,02:05:00,1.794,0.098,245.8,8.4,0.0,2.0,0.0
17/12/2006,02:06:00,0.288,0.118,247.65,1.2,0.0,1.0,0.0
17/12/2006,02:07:00,0.608,0.12,247.49,3.8,0.0,1.0,0.0
17/12/2006,02:08:00,2.426,0.082,244.73,9.8,0.0,2.0,0.0
17/12/2006,02:09:00,2.442,0.088,244.9,10.0,0.0,1.0,0.0
17/12/2006,02:10:00,2.428,0.084,244.77,9.8,0.0,1.0,0.0
17/12/2006,02:11:00,0.674,0.116,247.47,4.4,0.0,2.0,0.0
17/12/2006,02:12:00,0.306,0.128,248.48,1.4,0.0,1.0,0.0
17/12/2006,02:13:00,2.09,0.094,247.01,9.0,0.0,2.0,0.0
17/12/2006,02:14:00,2.508,0.134,246.12,10.2,0.0,1.0,0.0
17/12/2006,02:15:00,2.228,0.126,246.32,9.4,0.0,1.0,0.0
17/12/2006,02:16:00,0.308,0.108,248.01,1.4,0.0,0.0,0.0
17/12/2006,02:17:00,0.29,0.102,248.2,1.2,0.0,0.0,0.0
17/12/2006,02:18:00,2.442,0.072,245.61,10.0,0.0,1.0,0.0
17/12/2006,02:19:00,2.514,0.156,245.29,10.2,0.0,0.0,0.0
17/12/2006,02:20:00,2.506,0.202,243.75,10.2,0.0,0.0,0.0
17/12/2006,02:21:00,0.388,0.234,246.17,1.8,0.0,0.0,0.0
17/12/2006,02:22:00,0.538,0.242,246.94,3.2,0.0,0.0,0.0
17/12/2006,02:23:00,2.496,0.142,245.35,10.2,0.0,0.0,0.0
17/12/2006,02:24:00,2.47,0.1,244.97,10.0,0.0,1.0,0.0
17/12/2006,02:25:00,2.448,0.096,244.97,10.0,0.0,0.0,0.0
17/12/2006,02:26:00,0.82,0.126,246.17,5.0,0.0,0.0,0.0
17/12/2006,02:27:00,0.308,0.13,247.3,1.4,0.0,0.0,0.0
17/12/2006,02:28:00,2.45,0.102,244.96,10.0,0.0,0.0,0.0
17/12/2006,02:29:00,2.432,0.092,244.2,9.8,0.0,0.0,0.0
17/12/2006,02:30:00,2.444,0.098,243.93,10.0,0.0,0.0,0.0
17/12/2006,02:31:00,1.97,0.1,244.35,8.8,0.0,0.0,0.0
17/12/2006,02:32:00,0.256,0.0,246.64,1.2,0.0,1.0,0.0
17/12/2006,02:33:00,0.508,0.0,246.7,3.6,0.0,0.0,0.0
17/12/2006,02:34:00,2.37,0.0,244.7,9.6,0.0,0.0,0.0
17/12/2006,02:35:00,2.352,0.0,245.05,9.6,0.0,0.0,0.0
17/12/2006,02:36:00,2.14,0.0,246.52,9.0,0.0,0.0,0.0
17/12/2006,02:37:00,0.212,0.0,248.94,0.8,0.0,0.0,0.0
17/12/2006,02:38:00,0.992,0.0,247.33,5.8,0.0,1.0,0.0
17/12/2006,02:39:00,2.362,0.0,245.39,9.6,0.0,0.0,0.0
17/12/2006,02:40:00,2.384,0.0,245.71,9.6,0.0,0.0,0.0
17/12/2006,02:41:00,1.928,0.0,246.1,8.4,0.0,0.0,0.0
17/12/2006,02:42:00,0.218,0.0,249.37,1.0,0.0,0.0,0.0
17/12/2006,02:43:00,0.656,0.0,249.07,4.4,0.0,1.0,0.0
17/12/2006,02:44:00,2.398,0.0,247.31,9.6,0.0,0.0,0.0
17/12/2006,02:45:00,2.412,0.0,247.26,9.6,0.0,0.0,0.0
17/12/2006,02:46:00,1.672,0.0,245.95,7.8,0.0,0.0,0.0
17/12/2006,02:47:00,0.226,0.0,246.16,1.0,0.0,0.0,0.0
17/12/2006,02:48:00,1.632,0.0,244.51,7.8,0.0,0.0,0.0
17/12/2006,02:49:00,2.352,0.0,243.91,9.6,0.0,1.0,0.0
17/12/2006,02:50:00,2.328,0.046,243.68,9.4,0.0,0.0,0.0
17/12/2006,02:51:00,0.732,0.0,244.57,4.6,0.0,0.0,0.0
17/12/2006,02:52:00,0.206,0.0,245.98,0.8,0.0,0.0,0.0
17/12/2006,02:53:00,2.332,0.0,244.32,9.6,0.0,0.0,0.0
17/12/2006,02:54:00,2.39,0.0,244.51,9.8,0.0,0.0,0.0
17/12/2006,02:55:00,2.476,0.1,244.84,10.0,0.0,1.0,0.0
17/12/2006,02:56:00,0.604,0.126,247.15,3.8,0.0,0.0,0.0
17/12/2006,02:57:00,0.38,0.178,246.59,1.8,0.0,0.0,0.0
17/12/2006,02:58:00,1.774,0.21,244.52,8.4,0.0,0.0,0.0
17/12/2006,02:59:00,2.52,0.202,243.43,10.4,0.0,0.0,0.0
17/12/2006,03:00:00,2.542,0.214,244.06,10.4,0.0,0.0,0.0
17/12/2006,03:01:00,2.228,0.294,245.05,9.8,0.0,4.0,0.0
17/12/2006,03:02:00,0.59,0.316,247.12,2.6,0.0,4.0,0.0
17/12/2006,03:03:00,1.354,0.316,246.86,7.0,0.0,3.0,0.0
17/12/2006,03:04:00,2.734,0.28,245.41,11.2,0.0,4.0,0.0
17/12/2006,03:05:00,2.734,0.288,245.27,11.2,0.0,3.0,0.0
17/12/2006,03:06:00,2.002,0.214,245.79,9.0,0.0,4.0,0.0
17/12/2006,03:07:00,0.472,0.144,247.11,2.0,0.0,3.0,0.0
17/12/2006,03:08:00,0.876,0.0,244.7,5.0,0.0,4.0,0.0
17/12/2006,03:09:00,2.324,0.046,243.24,9.4,0.0,0.0,0.0
17/12/2006,03:10:00,2.342,0.0,243.46,9.6,0.0,0.0,0.0
17/12/2006,03:11:00,2.326,0.046,243.57,9.4,0.0,0.0,0.0
17/12/2006,03:12:00,0.302,0.0,246.19,2.0,0.0,0.0,0.0
17/12/2006,03:13:00,0.208,0.0,247.17,0.8,0.0,0.0,0.0
17/12/2006,03:14:00,2.022,0.0,245.69,8.8,0.0,0.0,0.0
17/12/2006,03:15:00,2.356,0.0,245.08,9.6,0.0,0.0,0.0
17/12/2006,03:16:00,2.346,0.0,243.7,9.6,0.0,1.0,0.0
17/12/2006,03:17:00,2.24,0.0,243.92,9.2,0.0,0.0,0.0
17/12/2006,03:18:00,0.224,0.0,245.54,1.0,0.0,0.0,0.0
17/12/2006,03:19:00,0.424,0.0,244.88,3.2,0.0,0.0,0.0
17/12/2006,03:20:00,2.344,0.0,243.27,9.6,0.0,0.0,0.0
17/12/2006,03:21:00,2.308,0.048,242.65,9.4,0.0,0.0,0.0
17/12/2006,03:22:00,2.338,0.0,243.29,9.6,0.0,1.0,0.0
17/12/2006,03:23:00,1.48,0.0,243.73,7.4,0.0,0.0,0.0
17/12/2006,03:24:00,0.222,0.0,245.29,1.0,0.0,0.0,0.0
17/12/2006,03:25:00,0.82,0.0,245.38,5.2,0.0,0.0,0.0
17/12/2006,03:26:00,2.352,0.0,243.84,9.6,0.0,0.0,0.0
17/12/2006,03:27:00,2.312,0.048,242.8,9.4,0.0,0.0,0.0
17/12/2006,03:28:00,2.324,0.0,242.52,9.6,0.0,1.0,0.0
17/12/2006,03:29:00,0.232,0.0,244.9,1.4,0.0,0.0,0.0
17/12/2006,03:30:00,0.342,0.12,244.81,1.6,0.0,0.0,0.0
17/12/2006,03:31:00,1.94,0.098,243.8,8.8,0.0,0.0,0.0
17/12/2006,03:32:00,2.456,0.098,244.03,10.0,0.0,0.0,0.0
17/12/2006,03:33:00,2.448,0.096,244.73,10.0,0.0,0.0,0.0
17/12/2006,03:34:00,1.838,0.108,244.66,8.4,0.0,1.0,0.0
17/12/2006,03:35:00,0.32,0.13,246.4,1.4,0.0,0.0,0.0
17/12/2006,03:36:00,1.154,0.116,245.5,6.4,0.0,0.0,0.0
17/12/2006,03:37:00,2.442,0.096,243.49,10.0,0.0,0.0,0.0
17/12/2006,03:38:00,2.41,0.09,243.08,9.8,0.0,0.0,0.0
17/12/2006,03:39:00,2.282,0.096,243.17,9.6,0.0,0.0,0.0
17/12/2006,03:40:00,0.32,0.126,244.44,1.6,0.0,0.0,0.0
17/12/2006,03:41:00,0.812,0.224,244.05,4.8,0.0,1.0,0.0
17/12/2006,03:42:00,2.446,0.138,242.72,10.0,0.0,0.0,0.0
17/12/2006,03:43:00,2.426,0.066,243.81,9.8,0.0,0.0,0.0
17/12/2006,03:44:00,2.41,0.062,244.12,9.8,0.0,0.0,0.0
17/12/2006,03:45:00,0.436,0.096,245.64,2.8,0.0,0.0,0.0
17/12/2006,03:46:00,0.492,0.088,245.18,3.2,0.0,0.0,0.0
17/12/2006,03:47:00,2.424,0.064,243.7,9.8,0.0,1.0,0.0
17/12/2006,03:48:00,2.392,0.058,243.41,9.8,0.0,0.0,0.0
17/12/2006,03:49:00,2.382,0.0,243.42,9.8,0.0,0.0,0.0
17/12/2006,03:50:00,0.754,0.0,245.53,4.8,0.0,0.0,0.0
17/12/2006,03:51:00,0.412,0.0,246.54,3.0,0.0,0.0,0.0
17/12/2006,03:52:00,2.354,0.0,244.63,9.6,0.0,0.0,0.0
17/12/2006,03:53:00,2.412,0.0,244.59,9.8,0.0,1.0,0.0
17/12/2006,03:54:00,2.426,0.082,244.42,9.8,0.0,2.0,0.0
17/12/2006,03:55:00,1.384,0.1,244.64,7.2,0.0,2.0,0.0
17/12/2006,03:56:00,0.292,0.11,245.31,1.2,0.0,1.0,0.0
17/12/2006,03:57:00,1.33,0.098,243.78,7.0,0.0,2.0,0.0
17/12/2006,03:58:00,2.396,0.076,242.57,9.8,0.0,1.0,0.0
17/12/2006,03:59:00,2.422,0.082,243.16,9.8,0.0,2.0,0.0
17/12/2006,04:00:00,2.402,0.076,243.18,9.8,0.0,1.0,0.0
17/12/2006,04:01:00,0.43,0.112,245.02,2.6,0.0,2.0,0.0
17/12/2006,04:02:00,0.666,0.104,244.9,4.2,0.0,2.0,0.0
17/12/2006,04:03:00,2.42,0.08,242.77,9.8,0.0,1.0,0.0
17/12/2006,04:04:00,2.39,0.074,242.47,9.8,0.0,2.0,0.0
17/12/2006,04:05:00,2.446,0.12,242.14,10.0,0.0,1.0,0.0
17/12/2006,04:06:00,0.978,0.248,245.15,5.6,0.0,2.0,0.0
17/12/2006,04:07:00,0.4,0.254,245.86,1.8,0.0,1.0,0.0
17/12/2006,04:08:00,2.432,0.222,243.47,10.2,0.0,2.0,0.0
17/12/2006,04:09:00,2.5,0.214,243.36,10.2,0.0,1.0,0.0
17/12/2006,04:10:00,2.52,0.22,243.54,10.4,0.0,2.0,0.0
17/12/2006,04:11:00,0.788,0.246,245.68,4.8,0.0,1.0,0.0
17/12/2006,04:12:00,0.402,0.256,245.69,2.0,0.0,2.0,0.0
17/12/2006,04:13:00,2.238,0.216,243.21,9.6,0.0,1.0,0.0
17/12/2006,04:14:00,2.512,0.22,243.49,10.2,0.0,2.0,0.0
17/12/2006,04:15:00,2.486,0.212,243.2,10.2,0.0,1.0,0.0
17/12/2006,04:16:00,1.936,0.23,244.12,8.8,0.0,1.0,0.0
17/12/2006,04:17:00,0.376,0.256,246.45,1.8,0.0,2.0,0.0
17/12/2006,04:18:00,0.908,0.078,245.71,5.2,0.0,1.0,0.0
17/12/2006,04:19:00,2.336,0.046,243.86,9.4,0.0,0.0,0.0
17/12/2006,04:20:00,2.346,0.0,243.5,9.6,0.0,0.0,0.0
17/12/2006,04:21:00,2.328,0.046,243.62,9.4,0.0,0.0,0.0
17/12/2006,04:22:00,1.708,0.0,243.73,8.0,0.0,0.0,0.0
17/12/2006,04:23:00,0.206,0.0,245.17,0.8,0.0,0.0,0.0
17/12/2006,04:24:00,0.516,0.0,245.13,3.6,0.0,1.0,0.0
17/12/2006,04:25:00,2.426,0.06,243.67,9.8,0.0,0.0,0.0
17/12/2006,04:26:00,2.43,0.066,244.0,9.8,0.0,0.0,0.0
17/12/2006,04:27:00,2.424,0.06,243.6,9.8,0.0,0.0,0.0
17/12/2006,04:28:00,2.306,0.064,242.93,9.6,0.0,0.0,0.0
17/12/2006,04:29:00,0.288,0.088,245.08,1.2,0.0,0.0,0.0
17/12/2006,04:30:00,0.756,0.092,245.69,3.8,0.0,0.0,5.0
17/12/2006,04:31:00,3.498,0.05,242.83,14.4,0.0,0.0,19.0
17/12/2006,04:32:00,3.522,0.054,242.92,14.4,0.0,1.0,18.0
17/12/2006,04:33:00,3.46,0.0,243.03,14.2,0.0,0.0,19.0
17/12/2006,04:34:00,3.434,0.05,242.95,14.0,0.0,0.0,18.0
17/12/2006,04:35:00,1.646,0.0,245.6,7.4,0.0,0.0,19.0
17/12/2006,04:36:00,1.336,0.0,245.94,5.4,0.0,0.0,18.0
17/12/2006,04:37:00,2.874,0.0,244.16,12.4,0.0,1.0,18.0
17/12/2006,04:38:00,3.41,0.056,243.04,14.0,0.0,0.0,19.0
17/12/2006,04:39:00,3.412,0.052,242.49,14.0,0.0,0.0,18.0
17/12/2006,04:40:00,3.386,0.056,242.22,13.8,0.0,0.0,18.0
